# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.47800002 37030.72589958  3192.78933839
0.47900002 37024.94717891  3998.69448485
0.48000002 37015.01786952  3204.76039904
0.48100002 37003.40670950  3210.41571829
0.48200002 36986.55998256  2947.64403753
0.48300002 36967.23069193  2952.20318299
0.48400002 36944.97714592  3225.29665772
0.48500002 36919.62423448  3229.72888112
0.48600002 36891.60597935  2964.42513898
0.48700002 36860.10558086  4317.05577026
0.48800002 36824.63229465  3241.30428821
0.48900002 36787.07912928  3515.00557742
0.49000002 36746.04693706  3247.61578224
0.49100002 36702.48105224  2979.50755305
0.49200002 36655.06047458  3523.83440576
0.49300002 36604.99060773  3254.91591913
0.49400002 36552.01678745  4342.37980018
0.49500002 36495.36821787  3801.35773376
0.49600002 36437.00696187  3259.65479732
0.49700002 36374.65232694  2717.18665762
0.49800002 36309.79728151  2989.56730089
0.49900002 36241.96066289  4349.03548570
0.50000002 36171.09296861  3261.90931853
