# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.08000000 1191849.93755085 14480.97742056
0.08100000 1182479.81315251 23271.20381468
0.08200000 1173081.85557463 18986.33072341
0.08300000 1163660.23195348 14662.11961074
0.08400000 1154217.24636466 19131.15175648
0.08500000 1144754.93276423 20674.27505628
0.08600000 1135275.90376033 20741.49173555
0.08700000 1125782.12945591 14860.32480662
0.08800000 1116275.58229711 14902.27972353
0.08900000 1106759.29561760 19423.62655041
0.09000000 1097235.60681536 25461.35345221
0.09100000 1087706.05504847 21014.48197082
0.09200000 1078172.91863638 18048.61550602
0.09300000 1068640.11213907 19588.17417600
0.09400000 1059106.56451945 19619.95002981
0.09500000 1049576.45881858 18136.68206086
0.09600000 1040051.10045617 18159.29306759
0.09700000 1030535.81237405 16663.76486950
0.09800000 1021028.71594487 18194.73257361
0.09900000 1011534.26884132 21242.22064453
0.10000000 1002051.65179461 16699.19156247
0.10100000 992584.77394405 15186.54775559
0.10200000 983135.50284603 18227.33308011
0.10300000 973705.32284081 18227.76450103
0.10400000 964296.68996640 19743.97565592
0.10500000 954912.92076679 22774.67423182
0.10600001 945550.53698254 16693.69551592
0.10700001 936216.93797176 19716.72964151
0.10800001 926910.26391593 18185.98023389
0.10900001 917634.48942554 16655.06676696
0.11000001 908390.44988090 16637.17187267
0.11100001 899178.93689113 21148.68959122
0.11200001 890003.04754420 19611.21807588
0.11300001 880862.83278032 15062.75514971
0.11400001 871760.73723265 19549.23545291
0.11500001 862698.12843116 24017.51702646
0.11600001 853676.78425629 19476.63674999
0.11700001 844697.54313946 16446.26193946
0.11800001 835761.08508931 17902.00328577
0.11900001 826868.95577532 14883.64190500
0.12000001 818022.75377563 19301.24778452
0.12100001 809225.09012348 22213.22977031
0.12200001 800475.55369217 20676.28452596
0.12300001 791776.15559625 20617.85206312
0.12400001 783127.08631237 17620.36027226
0.12500001 774528.95716281 16102.45777817
0.12600001 765985.77422626 20428.84156129
0.12700001 757495.36114430 18907.08510518
0.12800001 749059.89407553 18842.60252351
0.12900001 740680.52997496 20220.57942135
0.13000001 732358.05530389 23025.33834405
0.13100001 724092.25994362 18638.13564951
0.13200001 715884.86732081 18566.47490919
0.13300001 707737.64785186 15648.08013170
0.13400001 699649.39811503 19835.06137170
0.13500001 691622.44627124 15520.00842607
0.13600001 683656.05914579 16858.95921345
0.13700001 675752.23612595 15386.87914213
0.13800001 667909.69580726 27851.83562854
0.13900001 660131.38253981 19407.86356191
0.14000001 652416.09771604 13798.60111744
0.14100001 644764.87506023 19226.88948109
0.14200001 637177.77718575 20501.19594790
0.14300001 629656.76931741 19040.82160227
0.14400001 622198.48661035 16239.38126654
0.14500001 614807.90702246 20196.44069840
0.14600001 607482.45618014 16073.98654881
0.14700001 600225.15236756 18654.99861566
0.14800001 593031.13782656 17230.52052246
0.14900001 585905.41573937 15819.44697134
0.15000001 578845.90305636 18355.20445197
0.15100001 571853.82648881 18253.57500282
0.15200001 564928.92688252 12965.11948374
0.15300001 558072.37450304 15469.76695123
0.15400001 551280.65312191 15380.73094793
0.15500001 544558.14069623 14016.92720302
0.15600001 537900.39855265 13934.31048214
0.15700001 531313.56994679 13851.34542225
0.15800001 524790.21360567 16271.12134082
0.15900001 518336.49705880 13684.08416825
0.16000001 511947.33273417 17308.94013677
0.16100001 505628.24801310 13515.44370738
0.16200001 499374.54525641 14651.64984947
0.16300001 493187.54161046 16985.37973491
0.16400001 487067.00094691 13260.39972680
0.16500001 481012.39194584 14372.65094989
0.16600001 475024.57599172 13089.30280944
0.16700001 469101.20478095 16549.89128607
0.16800001 463242.60082465 17614.80072806
0.16900001 457451.40017822 18664.01800855
0.17000001 451723.56322675 13904.05193266
0.17100001 446059.95082166 13810.01672957
0.17200001 440461.48262106 17144.96402066
0.17300001 434926.25882452 13621.89106967
0.17400001 429454.48578870 12400.49886278
0.17500001 424045.76117971 14553.25121100
0.17600001 418698.21052585 14451.36941883
0.17700001 413414.52794425 11038.16841745
0.17800001 408191.17439929 14247.91361537
0.17900001 403029.57942944 18499.05856959
0.18000001 397928.84739136 12964.52246039
0.18100001 392889.59745033 11798.47516875
0.18200001 387907.71115999 12777.68060920
0.18300001 382985.97862302 11627.45486027
0.18400001 378122.62840410 14690.06480747
0.18500001 373319.04209058 13540.28229630
0.18600001 368571.50002799 17575.33280915
0.18700001 363880.73761769 14366.01219987
0.18800001 359246.75268681 13240.03969581
0.18900001 354670.45508627 13140.54098180
0.19000001 350145.84195752 14044.35038449
0.19100001 345680.47763345 9955.59822625
0.19200001 341266.28550694 13831.52320515
0.19300001 336907.97546653 9804.02254934
0.19400001 332600.68759158 10701.42762894
0.19500001 328347.04404065 16410.78603665
0.19600001 324145.03436728 16283.42657094
0.19700001 319994.10453355 12354.97295991
0.19800001 315894.17353302 11315.32983070
0.19900001 311845.00227636 15904.09586772
0.20000001 307843.61415551 12065.93102707
0.20100001 303893.00213560 14732.73343984
0.20200001 299988.90868703 10961.59524151
0.20300001 296134.23753560 9967.87890658
0.20400001 292326.02500366 9887.92826311
0.20500001 288563.87944468 9808.28672593
0.20600001 284847.82634184 14151.24068156
0.20700001 281177.59276196 12281.83783239
0.20800001 277550.74357944 11311.58108928
0.20900001 273970.32328779 12082.09182813
0.21000001 270431.64415105 11982.82671879
0.21100001 266936.40894531 9337.43602632
0.21200001 263483.29700950 8418.29173742
0.21300001 260071.23689857 10017.94451894
0.21400001 256701.53999588 9106.48756188
0.21500001 253372.96720212 10672.06988310
0.21600001 250083.42637956 12210.32387027
0.21700001 246833.83880226 8071.46691045
0.21800001 243623.30015553 12004.53868275
0.21900001 240450.06026494 9521.82283670
0.22000001 237314.70846811 10227.07784500
0.22100001 234218.06905690 8579.40827522
0.22200001 231158.21109564 13144.81229550
0.22300001 228133.34401952 11497.92108227
0.22400001 225143.79404444 8358.46374914
0.22500001 222191.76911119 10545.22186067
0.22600001 219272.26562171 9706.08729673
0.22700001 216388.99057535 10360.70535870
0.22800001 213538.44953718 11002.56913271
0.22900001 210720.15742348 7269.84577491
0.23000001 207935.85464642 7925.47547466
0.23100001 205184.56201188 9282.55002441
0.23200001 202463.42715528 9906.53595922
0.23300001 199774.07567849 9115.69150433
0.23400001 197116.60862713 7643.19686100
0.23500001 194487.83891863 6884.86982335
0.23600001 191890.73890613 8186.05930891
0.23700001 189322.54430891 8110.57818181
0.23800001 186783.81798255 7365.82021054
0.23900001 184273.54906192 9950.77212001
0.24000001 181791.55990205 7228.94172144
0.24100001 179338.85895903 7812.00106577
0.24200001 176913.13456448 7093.33246589
0.24300001 174514.81769131 8942.13968149
0.24400001 172142.95112216 8224.12987889
0.24500001 169797.83510741 7518.64849422
0.24600001 167478.97148890 7446.11542464
0.24700001 165186.31659995 7373.91752185
0.24800001 162918.99735093 8519.03477449
0.24900001 160675.99140422 8435.48994778
0.25000001 158459.03313935 9545.57260790
0.25100001 156265.44059855 6497.51732748
0.25200001 154097.77346991 6432.81185784
0.25300001 151953.81984669 8684.16121509
0.25400001 149832.97895972 6304.22288799
0.25500001 147735.36087159 7374.94956363
0.25600001 145661.47732668 7861.35030326
0.25700001 143609.59712170 6113.46083872
0.25800001 141581.21200480 6050.47338130
