# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.17500001 422399.64269813 16727.02664082
0.17600001 417069.82830403 14395.16580378
0.17700001 411804.09561873 13194.20384679
0.17800001 406599.18895911 13100.62648703
0.17900001 401456.34177497 14091.11826188
0.18000001 396374.68058795 17218.51693806
0.18100001 391354.89928124 12820.78710606
0.18200001 386392.79509352 12727.77927161
0.18300001 381491.09132333 10529.15461791
0.18400001 376648.20112842 14632.78330510
0.18500001 371865.38620573 14525.06267139
0.18600001 367138.71628400 14417.53806961
0.18700001 362469.41774076 10221.63806321
0.18800001 357856.94277289 14203.34272971
0.18900001 353302.51599860 18124.41992706
0.19000001 348799.95545474 12991.05495472
0.19100001 344356.93831802 12892.72437981
0.19200001 339965.27818132 9841.99526840
0.19300001 335629.84735694 13673.56062743
0.19400001 331345.72235290 12599.42168784
0.19500001 327115.19118777 12502.34319800
0.19600001 322936.68791987 14314.16936848
0.19700001 318809.38798318 10415.50319762
0.19800001 314733.43967780 9394.79361837
0.19900001 310708.10265918 13049.74092842
0.20000001 306731.00185413 9247.94014297
0.20100001 302804.67839352 12844.97506454
0.20200001 298925.10273371 10012.49678929
0.20300001 295095.06413555 12641.87314508
0.20400001 291311.63726445 10749.39992314
0.20500001 287574.28355718 13329.06867290
0.20600001 283883.22636973 9696.03205497
0.20700001 280238.04028305 10492.11272415
0.20800001 276636.31967089 10407.05883796
0.20900001 273081.21604824 9462.26458336
0.21000001 269567.85185032 9385.00520582
0.21100001 266098.03353030 12692.87679943
0.21200001 262670.28187540 11749.24226373
0.21300001 259283.69984851 10819.90930619
0.21400001 255939.42690674 9904.85628956
0.21500001 252636.42096899 11459.58859693
0.21600001 249372.37817669 10552.19268144
0.21700001 246148.23615708 9658.85724347
0.21800001 242963.20033373 9577.60980999
0.21900001 239815.46629103 11079.47506650
0.22000001 236705.60186391 8631.47018009
0.22100001 233634.37882131 10892.03525566
0.22200001 230599.91553094 11570.35130886
0.22300001 227600.32013891 11471.05667741
0.22400001 224636.01599087 7581.46589819
0.22500001 221709.25151127 7515.94398164
0.22600001 218814.74223000 8940.77079031
0.22700001 215956.51865218 8862.85594460
0.22800001 213130.87394700 9517.35962618
0.22900001 210337.38074601 7256.63997891
0.23000001 207577.74735613 7911.82621464
0.23100001 204850.94028278 9980.33828257
0.23200001 202154.25211050 7771.82058995
0.23300001 199489.19904467 7702.27833939
0.23400001 196855.85360797 7633.08608466
0.23500001 194251.11336705 6876.48973843
0.23600001 191677.80994992 7495.56111261
0.23700001 189133.20269763 6752.05565566
0.23800001 186617.88433679 8028.30176390
0.23900001 184130.85490430 7291.58219910
0.24000001 181671.99964913 6567.44309796
0.24100001 179242.16883258 6506.49103639
0.24200001 176839.05321430 7090.36217402
0.24300001 174463.17770326 7023.88786658
0.24400001 172113.50430933 7590.20589909
0.24500001 169790.30926104 8771.36779135
0.24600001 167493.21410235 8687.87342647
0.24700001 165222.08383668 6760.88799043
0.24800001 162975.97316939 6695.86817442
0.24900001 160753.97116430 10248.06614653
0.25000001 158557.70842879 5969.69800476
0.25100001 156384.61077488 7093.60628034
0.25200001 154237.04479413 7023.95535223
0.25300001 152113.01055029 6954.60717138
0.25400001 150011.72857265 8606.92333406
0.25500001 147933.48682237 6816.77539529
0.25600001 145878.57521782 7873.06707700
0.25700001 143845.42885941 9463.59121241
0.25800001 141835.49054240 7163.40178877
0.25900001 139847.33014072 6544.85536025
0.26000001 137881.12618072 6477.65561446
0.26100001 135935.51256746 6410.71907601
0.26200001 134012.51019643 5815.47315514
0.26300001 132109.60688001 6277.84881599
0.26400001 130227.79146765 9317.79892041
0.26500001 128367.17958712 6658.40592025
0.26600001 126525.99875253 5574.10313881
0.26700001 124706.11832099 6517.14205185
0.26800001 122906.57809588 5455.20872693
0.26900001 121125.32888726 6867.80647290
0.27000001 119364.98079552 6307.84270864
0.27100001 117623.33028688 5278.93531309
0.27200001 115902.42321038 4746.20445507
0.27300001 114199.79527529 6101.69535032
0.27400001 112514.23319763 5105.33357295
0.27500001 110850.42981234 5507.04961370
0.27600001 109202.91563746 4991.11949542
0.27700001 107575.34035207 6280.24866698
0.27800001 105965.04911706 5321.56501851
0.27900001 104374.39280985 4383.72470549
0.28000001 102800.02642228 4766.32345065
0.28100001 101244.46847177 4710.90534095
0.28200001 99707.32840289  4655.83392013
0.28300001 98187.07568083  5855.87747076
0.28400001 96684.16038633  4546.57285736
0.28500001 95199.19379326  5717.66384985
0.28600001 93731.23377736  5245.66874664
0.28700001 92280.33513083  4783.81279961
0.28800001 90845.80221192  4725.79885475
0.28900001 89430.07778092  5446.29199465
0.29000001 88029.50355178  4610.98561430
0.29100001 86646.48399878  4933.65103242
0.29200001 85280.04083663  4497.66956662
0.29300001 83930.14721336  4811.71556751
0.29400001 82595.88007550  4385.84143962
0.29500001 81279.06837741  5052.30712950
0.29600001 79977.77037264  4275.61180652
0.29700001 78692.68718192  3869.31961190
0.29800001 77423.48620460  3819.68787272
0.29900001 76170.82422465  3427.68725237
0.30000001 74933.21033764  5074.85191036
0.30100001 73712.58246109  3339.18014356
0.30200001 72505.64469645  3624.91987821
0.30300001 71316.03971303  3577.21272136
0.30400001 70141.83682060  4492.58486105
0.30500001 68982.55821143  3799.55948617
0.30600001 67837.71107411  3436.31941714
0.30700001 66709.38522918  4622.96061525
0.30800001 65595.59671624  3952.46286726
0.30900001 64497.22044041  3598.94507096
0.31000001 63413.92690118  3254.08581300
0.31100001 62344.64757469  2917.72964464
0.31200001 61290.98819712  5179.70165778
0.31300001 60251.29570258  2837.83616195
0.31400001 59227.36198083  3917.89018053
0.31500001 58217.13201258  3587.33984447
0.31600002 57221.82114850  3265.07726933
0.31700002 56240.84446153  3219.22608940
0.31800002 55273.99932956  3438.31929109
0.31900002 54321.61309516  3389.66881764
0.32000002 53383.47209440  4112.66288489
0.32100002 52458.77620132  2787.13491155
0.32200002 51549.19175414  2497.55845875
0.32300002 50652.03187057  3200.19552511
0.32400002 49769.06810785  2426.24218514
0.32500002 48899.83088807  4304.16331858
0.32600002 48044.63719318  2356.58956592
0.32700002 47202.26209053  2322.35140482
0.32800002 46374.25064051  2975.14019072
0.32900002 45558.76583198  2480.67491702
0.33000002 44757.45843644  2666.64949992
0.33100002 43966.79832005  2627.45599203
0.33200002 43192.46851207  3020.44946608
0.33300002 42429.48030117  3188.57559563
0.33400002 41679.70467650  2303.84578509
0.33500002 40941.93952651  2476.16861983
0.33600002 40217.72418782  2439.60726476
0.33700002 39505.08329631  2403.48938157
0.33800002 38805.91758406  2565.26530338
0.33900002 38118.22645514  2138.43260540
0.34000002 37443.20760430  2106.74217563
0.34100002 36780.13296013  3207.59554736
0.34200002 36129.66297144  2044.75837271
0.34300002 35490.17286615  2197.55160795
0.34400002 34863.75954789  2706.29946307
0.34500002 34248.27671636  2310.73133949
0.34600002 33645.34564932  1751.24032399
0.34700002 33052.27779281  2242.92767725
0.34800002 32472.07452985  2039.89581858
0.34900002 31902.54617842  2009.86050443
0.35000002 31344.30506083  2145.36106150
0.35100002 30797.81500991  2601.79953526
0.35200002 30260.86355095  2243.23792128
0.35300002 29735.34377928  2210.52556125
0.35400002 29220.93884070  2022.81958706
0.35500002 28717.03249436  1840.18752940
0.35600002 28222.81687546  1511.33191526
0.35700002 27739.60149177  1638.57833773
0.35800002 27267.07877660  1615.16548783
0.35900002 26804.53314971  1592.18934451
0.36000002 26352.23669498  1569.67105309
0.36100002 25909.23357324  1969.62002953
0.36200002 25476.98234643  1525.94392992
0.36300002 25053.57226114  1641.51013230
0.36400002 24639.73626580  1349.02562445
0.36500002 24235.37407277  1463.57430958
0.36600002 23840.66535154  1706.15729670
0.36700002 23454.60232706  1294.69410978
0.36800002 23079.13648000  1532.91631761
0.36900002 22711.59194994  1638.64143681
0.37000002 22352.61532326  1492.70772200
0.37100002 22002.31471388  1596.04798495
0.37200002 21661.48578675  1454.35222462
0.37300002 21328.66454289  1675.15339255
0.37400002 21004.12949510  1417.77880808
0.37500002 20688.43877965  1400.19360294
0.37600002 20380.97130555  1152.54398193
0.37700002 20080.95404298  1480.16719263
0.37800002 19788.79802685  1349.99186534
0.37900002 19505.19621055  1445.33510767
0.38000002 19229.07635598  1208.83594238
0.38100002 18959.68099378  1195.02874965
0.38200002 18698.67758523  1074.23907816
0.38300002 18444.32605923  1274.87187761
0.38400002 18198.04944283  1681.49984818
0.38500002 17957.78626980  1247.70704914
0.38600002 17725.50607169  1440.55194669
0.38700002 17499.62819814  1324.02193220
0.38800002 17280.51039219  1109.14961207
0.38900002 17067.60360260  1497.68228708
0.39000002 16862.33322235  1087.87347938
0.39100002 16662.51713945  1567.60968675
0.39200002 16469.47466902  1262.13825106
0.39300002 16282.44961737  1250.98066337
0.39400002 16102.58715804  1049.48616775
0.39500002 15927.43482944  1608.35244528
0.39600002 15758.42975994  1032.25599033
0.39700002 15595.07479614  1303.43641322
0.39800002 15437.72999656  1016.34300248
0.39900002 15285.65856991  917.13955765
0.40000002 15138.78925753  1092.71786038
0.40100002 14997.74083128  1085.23657797
0.40200002 14861.93897846  1078.08510458
0.40300002 14730.69483348  1160.48419396
0.40400002 14604.92992172  887.24953478
0.40500002 14484.21962171  882.08901676
0.40600002 14368.15559979  1491.19909958
0.40700002 14256.78140377  1570.52711385
0.40800002 14150.18633682  868.11397290
0.40900002 14047.84383911  1295.91365556
0.41000002 13950.41357375  1032.05164509
0.41100002 13857.05113055  1113.27554058
0.41200002 13767.55615761  852.90014438
0.41300002 13683.03107108  1274.57440466
0.41400002 13601.87707962  1100.73195482
0.41500002 13525.06824508  1012.75715818
0.41600002 13451.55315900  1682.78937993
0.41700002 13382.13641419  839.05999293
0.41800002 13317.43713131  837.00096336
0.41900002 13254.29285429  1002.02458726
0.42000002 13195.82864627  999.97994220
0.42100002 13141.31795514  1081.39910577
0.42200002 13089.95049532  830.55739828
0.42300002 13041.28734913  1327.08146353
0.42400002 12995.72942624  994.17334822
0.42500002 12953.78845892  910.52183392
0.42600002 12913.86487351  992.55970121
0.42700002 12878.37631471  1074.82933816
0.42800002 12844.55450059  1239.82068192
0.42900002 12814.82603558  1074.52321400
0.43000002 12787.05208253  909.35125194
0.43100002 12761.08341701  826.91824461
0.43200002 12738.76688588  1241.07442267
0.43300002 12718.79514278  910.79296333
0.43400002 12701.06421104  1243.11671857
0.43500002 12685.70207872  912.60945079
0.43600002 12672.82900077  830.70398037
0.43700002 12661.68607251  998.24737726
0.43800002 12652.63675461  1083.12902071
0.43900002 12646.34419279  1418.91988567
0.44000002 12641.53350137  919.86122882
0.44100002 12639.02299948  1340.74762332
0.44200002 12638.20670345  1091.75153782
0.44300002 12639.33387463  925.95764354
0.44400002 12642.50340259  1434.60814160
0.44500002 12646.10322803  1015.22921526
0.44600002 12651.94852126  1187.63846397
0.44700002 12660.26635245  1276.15490881
0.44800002 12668.57157419  938.55116955
0.44900002 12680.11731862  1198.27114340
0.45000002 12692.17895870  1116.21373142
0.45100002 12705.41903668  1033.71294181
0.45200002 12720.24651218  1037.20894976
0.45300002 12735.98837224  1040.78501911
0.45400002 12753.39752250  1131.54524881
0.45500002 12771.83611672  1223.03108450
0.45600002 12791.24421627  964.52381584
0.45700002 12811.74923247  968.18393538
0.45800002 12832.88190006  1060.25275283
0.45900002 12855.11801862  1153.10414092
0.46000002 12878.99882313  1068.69937299
0.46100002 12902.66519617  1162.40116261
0.46200002 12927.94342469  1077.41485608
0.46300002 12954.06332165  1352.40427488
0.46400002 12980.08131525  995.89678611
0.46500002 13007.43479937  1091.06368268
0.46600002 13035.08872660  1460.97281372
0.46700002 13063.19389158  1100.44350558
